,Road_Configuration,Light_Condition
394,"TWO-WAY,DIVIDED,POSITIVE MEDIAN BARRIER",DAYLIGHT
395,"TWO-WAY,NOT DIVIDED",DAYLIGHT
396,"TWO-WAY,DIVIDED,POSITIVE MEDIAN BARRIER",DAYLIGHT
397,"TWO-WAY,NOT DIVIDED",DARK - LIGHTED ROADWAY
398,"TWO-WAY,NOT DIVIDED",DARK - LIGHTED ROADWAY
399,"TWO-WAY,NOT DIVIDED",DAYLIGHT
400,"TWO-WAY,DIVIDED,POSITIVE MEDIAN BARRIER",DAYLIGHT
401,"TWO-WAY,NOT DIVIDED",DAYLIGHT
402,"TWO-WAY,NOT DIVIDED",DARK - LIGHTED ROADWAY
403,"TWO-WAY,NOT DIVIDED",DARK - LIGHTED ROADWAY
404,"TWO-WAY,NOT DIVIDED",DAYLIGHT
405,"ONE-WAY,NOT DIVIDED",DAYLIGHT
406,"ONE-WAY,NOT DIVIDED",DAYLIGHT
407,"TWO-WAY,NOT DIVIDED",DARK - LIGHTED ROADWAY
408,"TWO-WAY,NOT DIVIDED",DAYLIGHT
409,"TWO-WAY,NOT DIVIDED",DAYLIGHT
410,"TWO-WAY,NOT DIVIDED",DAYLIGHT
411,"TWO-WAY,NOT DIVIDED",DAYLIGHT
412,"TWO-WAY,DIVIDED,POSITIVE MEDIAN BARRIER",DAYLIGHT
413,"TWO-WAY,NOT DIVIDED",DAYLIGHT
414,"TWO-WAY,NOT DIVIDED",DAYLIGHT
415,"TWO-WAY,DIVIDED,UNPROTECTED MEDIAN",DARK - LIGHTED ROADWAY
416,"TWO-WAY,DIVIDED,UNPROTECTED MEDIAN",DAYLIGHT
417,"TWO-WAY,DIVIDED,UNPROTECTED MEDIAN",DARK - LIGHTED ROADWAY
418,"TWO-WAY,DIVIDED,POSITIVE MEDIAN BARRIER",DAYLIGHT
419,"TWO-WAY,DIVIDED,UNPROTECTED MEDIAN",DAYLIGHT
420,"TWO-WAY,NOT DIVIDED",DAYLIGHT
421,"TWO-WAY,NOT DIVIDED",DAYLIGHT
422,"TWO-WAY,DIVIDED,UNPROTECTED MEDIAN",DAYLIGHT
423,"TWO-WAY,NOT DIVIDED",DAWN
424,"TWO-WAY,NOT DIVIDED",DAYLIGHT
425,"TWO-WAY,DIVIDED,POSITIVE MEDIAN BARRIER",DAYLIGHT
426,"TWO-WAY,NOT DIVIDED",DAYLIGHT
427,"TWO-WAY,DIVIDED,UNPROTECTED MEDIAN",DAYLIGHT
428,"TWO-WAY,DIVIDED,UNPROTECTED MEDIAN",DAYLIGHT
429,"TWO-WAY,NOT DIVIDED",DAYLIGHT
430,"TWO-WAY,NOT DIVIDED",DAYLIGHT
431,"TWO-WAY,NOT DIVIDED",DAYLIGHT
432,"TWO-WAY,NOT DIVIDED",DAYLIGHT
433,"TWO-WAY,NOT DIVIDED",DAYLIGHT
434,"TWO-WAY,NOT DIVIDED",DAYLIGHT
435,"TWO-WAY,DIVIDED,UNPROTECTED MEDIAN",DAYLIGHT
436,"TWO-WAY,DIVIDED,UNPROTECTED MEDIAN",DAYLIGHT
437,"TWO-WAY,DIVIDED,UNPROTECTED MEDIAN",DAYLIGHT
438,"TWO-WAY,DIVIDED,UNPROTECTED MEDIAN",DAYLIGHT
439,"TWO-WAY,NOT DIVIDED",DAYLIGHT
440,"TWO-WAY,NOT DIVIDED",DAYLIGHT
441,"TWO-WAY,NOT DIVIDED",DAYLIGHT
442,"TWO-WAY,NOT DIVIDED",DAYLIGHT
443,"TWO-WAY,NOT DIVIDED",DAYLIGHT
444,"TWO-WAY,NOT DIVIDED",DAYLIGHT
445,"TWO-WAY,DIVIDED,UNPROTECTED MEDIAN",DAYLIGHT
446,"TWO-WAY,DIVIDED,POSITIVE MEDIAN BARRIER",DAYLIGHT
447,"TWO-WAY,DIVIDED,UNPROTECTED MEDIAN",DAYLIGHT
448,"ONE-WAY,NOT DIVIDED",DAYLIGHT
449,"ONE-WAY,NOT DIVIDED",DUSK
450,"TWO-WAY,NOT DIVIDED",DAYLIGHT
451,"ONE-WAY,NOT DIVIDED",DAYLIGHT
452,"TWO-WAY,DIVIDED,UNPROTECTED MEDIAN",DAYLIGHT
453,"TWO-WAY,NOT DIVIDED",DARK - LIGHTED ROADWAY
454,"TWO-WAY,NOT DIVIDED",DAYLIGHT
455,"TWO-WAY,NOT DIVIDED",DAYLIGHT
456,"ONE-WAY,NOT DIVIDED",DAYLIGHT
457,"TWO-WAY,NOT DIVIDED",DAYLIGHT
458,"TWO-WAY,NOT DIVIDED",DAYLIGHT
459,"TWO-WAY,DIVIDED,UNPROTECTED MEDIAN",DAYLIGHT
460,"TWO-WAY,DIVIDED,POSITIVE MEDIAN BARRIER",DAYLIGHT
461,"TWO-WAY,NOT DIVIDED",DAYLIGHT
462,"TWO-WAY,NOT DIVIDED",DARK - LIGHTED ROADWAY
463,"TWO-WAY,DIVIDED,POSITIVE MEDIAN BARRIER",DARK - LIGHTED ROADWAY
464,"TWO-WAY,DIVIDED,POSITIVE MEDIAN BARRIER",DAYLIGHT
465,"TWO-WAY,NOT DIVIDED",DAYLIGHT
466,"TWO-WAY,NOT DIVIDED",DAYLIGHT
467,"TWO-WAY,DIVIDED,UNPROTECTED MEDIAN",DAYLIGHT
468,"TWO-WAY,DIVIDED,POSITIVE MEDIAN BARRIER",DARK - ROADWAY NOT LIGHTED
469,"ONE-WAY,NOT DIVIDED",DAYLIGHT
470,"TWO-WAY,DIVIDED,UNPROTECTED MEDIAN",DAYLIGHT
471,"TWO-WAY,NOT DIVIDED",DAYLIGHT
472,"ONE-WAY,NOT DIVIDED",DAYLIGHT
473,"TWO-WAY,DIVIDED,POSITIVE MEDIAN BARRIER",DAYLIGHT
474,"TWO-WAY,NOT DIVIDED",DAYLIGHT
475,"ONE-WAY,NOT DIVIDED",DAYLIGHT
476,"TWO-WAY,DIVIDED,UNPROTECTED MEDIAN",DAYLIGHT
477,"TWO-WAY,NOT DIVIDED",DAYLIGHT
478,"TWO-WAY,DIVIDED,UNPROTECTED MEDIAN",DAYLIGHT
479,"TWO-WAY,NOT DIVIDED",DAYLIGHT
480,"TWO-WAY,DIVIDED,POSITIVE MEDIAN BARRIER",DAYLIGHT
481,"TWO-WAY,DIVIDED,UNPROTECTED MEDIAN",DAYLIGHT
482,"TWO-WAY,NOT DIVIDED",DAYLIGHT
483,"TWO-WAY,NOT DIVIDED",DAYLIGHT
484,"TWO-WAY,DIVIDED,POSITIVE MEDIAN BARRIER",DAYLIGHT
485,"TWO-WAY,DIVIDED,UNPROTECTED MEDIAN",DAYLIGHT
486,"TWO-WAY,NOT DIVIDED",DAYLIGHT
487,"TWO-WAY,DIVIDED,POSITIVE MEDIAN BARRIER",DAYLIGHT
488,"TWO-WAY,DIVIDED,UNPROTECTED MEDIAN",DAYLIGHT
489,"TWO-WAY,NOT DIVIDED",DAYLIGHT
490,"TWO-WAY,DIVIDED,UNPROTECTED MEDIAN",DAYLIGHT
491,"TWO-WAY,DIVIDED,UNPROTECTED MEDIAN",DAYLIGHT
492,"TWO-WAY,NOT DIVIDED",DAYLIGHT
493,"TWO-WAY,DIVIDED,POSITIVE MEDIAN BARRIER",DAYLIGHT
494,"TWO-WAY,DIVIDED,POSITIVE MEDIAN BARRIER",DAYLIGHT
495,"TWO-WAY,NOT DIVIDED",DAYLIGHT
496,"TWO-WAY,DIVIDED,POSITIVE MEDIAN BARRIER",DAYLIGHT
497,"ONE-WAY,NOT DIVIDED",DAYLIGHT
498,"TWO-WAY,NOT DIVIDED",DAYLIGHT
499,"TWO-WAY,NOT DIVIDED",DAYLIGHT
500,"TWO-WAY,DIVIDED,UNPROTECTED MEDIAN",DAYLIGHT
501,"TWO-WAY,DIVIDED,UNPROTECTED MEDIAN",DAYLIGHT
502,"TWO-WAY,NOT DIVIDED",DUSK
503,"TWO-WAY,NOT DIVIDED",DAYLIGHT
504,"TWO-WAY,NOT DIVIDED",DARK - LIGHTED ROADWAY
505,"TWO-WAY,DIVIDED,POSITIVE MEDIAN BARRIER",DARK - LIGHTED ROADWAY
506,"ONE-WAY,NOT DIVIDED",DAYLIGHT
507,"TWO-WAY,NOT DIVIDED",DAYLIGHT
508,"TWO-WAY,DIVIDED,POSITIVE MEDIAN BARRIER",DAYLIGHT
509,"TWO-WAY,DIVIDED,UNPROTECTED MEDIAN",DAYLIGHT
510,"TWO-WAY,DIVIDED,UNPROTECTED MEDIAN",DAYLIGHT
511,"TWO-WAY,DIVIDED,UNPROTECTED MEDIAN",DAYLIGHT
512,"TWO-WAY,DIVIDED,UNPROTECTED MEDIAN",DAYLIGHT
513,UNKNOWN,UNKNOWN
514,"TWO-WAY,NOT DIVIDED",DAYLIGHT
515,"TWO-WAY,DIVIDED,UNPROTECTED MEDIAN",DAYLIGHT
516,"TWO-WAY,DIVIDED,UNPROTECTED MEDIAN",DAYLIGHT
517,"TWO-WAY,DIVIDED,POSITIVE MEDIAN BARRIER",DAYLIGHT
518,"TWO-WAY,NOT DIVIDED",DAYLIGHT
519,UNKNOWN,DAYLIGHT
520,"ONE-WAY,NOT DIVIDED",DAYLIGHT
521,"TWO-WAY,DIVIDED,UNPROTECTED MEDIAN",DAYLIGHT
522,"TWO-WAY,DIVIDED,UNPROTECTED MEDIAN",DAYLIGHT
523,"TWO-WAY,NOT DIVIDED",DAYLIGHT
524,"TWO-WAY,NOT DIVIDED",DAYLIGHT
525,"TWO-WAY,NOT DIVIDED",DAYLIGHT
526,"TWO-WAY,NOT DIVIDED",DAYLIGHT
527,"TWO-WAY,NOT DIVIDED",DAYLIGHT
528,"TWO-WAY,DIVIDED,POSITIVE MEDIAN BARRIER",DAYLIGHT
529,UNKNOWN,UNKNOWN
530,"TWO-WAY,NOT DIVIDED",DAYLIGHT
531,"TWO-WAY,NOT DIVIDED",DAYLIGHT
532,"ONE-WAY,NOT DIVIDED",DAYLIGHT
533,UNKNOWN,UNKNOWN
534,"TWO-WAY,DIVIDED,POSITIVE MEDIAN BARRIER",DAYLIGHT
535,"TWO-WAY,DIVIDED,POSITIVE MEDIAN BARRIER",DAYLIGHT
536,"TWO-WAY,NOT DIVIDED",DAYLIGHT
537,"TWO-WAY,NOT DIVIDED",DARK - LIGHTED ROADWAY
538,"TWO-WAY,NOT DIVIDED",DARK - LIGHTED ROADWAY
539,"TWO-WAY,DIVIDED,UNPROTECTED MEDIAN",DAYLIGHT
540,UNKNOWN,DAYLIGHT
541,"TWO-WAY,NOT DIVIDED",DAYLIGHT
542,"TWO-WAY,DIVIDED,UNPROTECTED MEDIAN",DAYLIGHT
543,"TWO-WAY,NOT DIVIDED",DAYLIGHT
544,"TWO-WAY,DIVIDED,UNPROTECTED MEDIAN",DAYLIGHT
545,UNKNOWN,UNKNOWN
546,"TWO-WAY,DIVIDED,UNPROTECTED MEDIAN",DAYLIGHT
547,"TWO-WAY,DIVIDED,UNPROTECTED MEDIAN",DAYLIGHT
548,"TWO-WAY,DIVIDED,POSITIVE MEDIAN BARRIER",DAYLIGHT
549,UNKNOWN,UNKNOWN
550,"TWO-WAY,DIVIDED,UNPROTECTED MEDIAN",DAYLIGHT
551,"TWO-WAY,NOT DIVIDED",DAYLIGHT
552,"TWO-WAY,DIVIDED,UNPROTECTED MEDIAN",DAYLIGHT
553,"TWO-WAY,NOT DIVIDED",DAYLIGHT
554,"TWO-WAY,NOT DIVIDED",DARK - LIGHTED ROADWAY
555,"TWO-WAY,NOT DIVIDED",DAYLIGHT
556,"TWO-WAY,DIVIDED,POSITIVE MEDIAN BARRIER",DAYLIGHT
557,"TWO-WAY,NOT DIVIDED",DAYLIGHT
558,"TWO-WAY,DIVIDED,POSITIVE MEDIAN BARRIER",DARK - ROADWAY NOT LIGHTED
559,"TWO-WAY,NOT DIVIDED",DARK - LIGHTED ROADWAY
560,"TWO-WAY,DIVIDED,UNPROTECTED MEDIAN",DAYLIGHT
561,"TWO-WAY,NOT DIVIDED",DARK - LIGHTED ROADWAY
562,"TWO-WAY,DIVIDED,UNPROTECTED MEDIAN",DAYLIGHT
563,"TWO-WAY,NOT DIVIDED",DAYLIGHT
564,"TWO-WAY,NOT DIVIDED",DAYLIGHT
565,"TWO-WAY,NOT DIVIDED",UNKNOWN
566,"TWO-WAY,DIVIDED,POSITIVE MEDIAN BARRIER",DAYLIGHT
567,"TWO-WAY,DIVIDED,UNPROTECTED MEDIAN",DAYLIGHT
568,"TWO-WAY,DIVIDED,UNPROTECTED MEDIAN",DAYLIGHT
569,UNKNOWN,UNKNOWN
570,"TWO-WAY,NOT DIVIDED",DAYLIGHT
571,"TWO-WAY,NOT DIVIDED",DAYLIGHT
572,"TWO-WAY,DIVIDED,POSITIVE MEDIAN BARRIER",DAYLIGHT
573,"TWO-WAY,DIVIDED,UNPROTECTED MEDIAN",DAYLIGHT
574,"TWO-WAY,DIVIDED,UNPROTECTED MEDIAN",DARK - LIGHTED ROADWAY
575,"ONE-WAY,NOT DIVIDED",DAYLIGHT
576,"TWO-WAY,NOT DIVIDED",DAYLIGHT
577,"TWO-WAY,DIVIDED,POSITIVE MEDIAN BARRIER",DAYLIGHT
578,"TWO-WAY,DIVIDED,POSITIVE MEDIAN BARRIER",DAYLIGHT
579,"TWO-WAY,DIVIDED,UNPROTECTED MEDIAN",DAYLIGHT
580,"TWO-WAY,DIVIDED,UNPROTECTED MEDIAN",DAYLIGHT
581,"TWO-WAY,NOT DIVIDED",DAYLIGHT
582,"TWO-WAY,DIVIDED,POSITIVE MEDIAN BARRIER",DAYLIGHT
583,"TWO-WAY,DIVIDED,UNPROTECTED MEDIAN",DAYLIGHT
584,"TWO-WAY,NOT DIVIDED",DAYLIGHT
585,"TWO-WAY,DIVIDED,POSITIVE MEDIAN BARRIER",DAYLIGHT
586,"TWO-WAY,NOT DIVIDED",UNKNOWN
587,"TWO-WAY,NOT DIVIDED",DAYLIGHT
588,"TWO-WAY,DIVIDED,UNPROTECTED MEDIAN",DAYLIGHT
589,"TWO-WAY,NOT DIVIDED",DAYLIGHT
590,"TWO-WAY,DIVIDED,UNPROTECTED MEDIAN",DAYLIGHT
591,"TWO-WAY,DIVIDED,UNPROTECTED MEDIAN",DAYLIGHT
592,"TWO-WAY,NOT DIVIDED",DAYLIGHT
593,"TWO-WAY,NOT DIVIDED",DAYLIGHT
594,"TWO-WAY,NOT DIVIDED",DAYLIGHT
595,"TWO-WAY,NOT DIVIDED",DAYLIGHT
596,"TWO-WAY,DIVIDED,UNPROTECTED MEDIAN",DAYLIGHT
597,"TWO-WAY,NOT DIVIDED",DAYLIGHT
598,"TWO-WAY,NOT DIVIDED",DAYLIGHT
599,"TWO-WAY,DIVIDED,POSITIVE MEDIAN BARRIER",DAYLIGHT
600,"TWO-WAY,NOT DIVIDED",DAYLIGHT
601,"TWO-WAY,DIVIDED,UNPROTECTED MEDIAN",DARK - ROADWAY NOT LIGHTED
602,"TWO-WAY,NOT DIVIDED",DARK - LIGHTED ROADWAY
603,"TWO-WAY,NOT DIVIDED",DAYLIGHT
604,"TWO-WAY,NOT DIVIDED",DAYLIGHT
605,"TWO-WAY,NOT DIVIDED",DAYLIGHT
606,"TWO-WAY,NOT DIVIDED",DARK - LIGHTED ROADWAY
607,"TWO-WAY,DIVIDED,POSITIVE MEDIAN BARRIER",DAYLIGHT
608,"TWO-WAY,NOT DIVIDED",DAYLIGHT
609,"TWO-WAY,NOT DIVIDED",DAYLIGHT
610,"ONE-WAY,NOT DIVIDED",DAYLIGHT
611,"TWO-WAY,DIVIDED,UNPROTECTED MEDIAN",DAYLIGHT
612,"TWO-WAY,DIVIDED,POSITIVE MEDIAN BARRIER",DAYLIGHT
613,"TWO-WAY,DIVIDED,UNPROTECTED MEDIAN",DAYLIGHT
614,"TWO-WAY,NOT DIVIDED",DAYLIGHT
615,"TWO-WAY,DIVIDED,UNPROTECTED MEDIAN",DAYLIGHT
616,"TWO-WAY,NOT DIVIDED",DAYLIGHT
617,"TWO-WAY,DIVIDED,UNPROTECTED MEDIAN",DAYLIGHT
618,"TWO-WAY,DIVIDED,UNPROTECTED MEDIAN",DAYLIGHT
619,"TWO-WAY,NOT DIVIDED",DAYLIGHT
620,"TWO-WAY,NOT DIVIDED",DAYLIGHT
621,"TWO-WAY,NOT DIVIDED",UNKNOWN
622,"TWO-WAY,DIVIDED,UNPROTECTED MEDIAN",DAYLIGHT
623,"TWO-WAY,DIVIDED,UNPROTECTED MEDIAN",DAYLIGHT
624,"TWO-WAY,DIVIDED,UNPROTECTED MEDIAN",DAYLIGHT
625,"TWO-WAY,NOT DIVIDED",DAYLIGHT
626,"TWO-WAY,NOT DIVIDED",DARK - LIGHTED ROADWAY
627,"TWO-WAY,DIVIDED,POSITIVE MEDIAN BARRIER",DAYLIGHT
628,"TWO-WAY,DIVIDED,UNPROTECTED MEDIAN",DAYLIGHT
629,"ONE-WAY,NOT DIVIDED",DAYLIGHT
630,"TWO-WAY,NOT DIVIDED",DAYLIGHT
631,"TWO-WAY,DIVIDED,UNPROTECTED MEDIAN",DAYLIGHT
632,"TWO-WAY,NOT DIVIDED",DAWN
633,"TWO-WAY,NOT DIVIDED",DAYLIGHT
634,"TWO-WAY,DIVIDED,UNPROTECTED MEDIAN",DAYLIGHT
635,"TWO-WAY,DIVIDED,UNPROTECTED MEDIAN",DAYLIGHT
636,"TWO-WAY,NOT DIVIDED",DAYLIGHT
637,"TWO-WAY,DIVIDED,UNPROTECTED MEDIAN",DARK - LIGHTED ROADWAY
638,"TWO-WAY,NOT DIVIDED",DARK - ROADWAY NOT LIGHTED
639,"TWO-WAY,NOT DIVIDED",DAYLIGHT
640,"TWO-WAY,NOT DIVIDED",DARK - LIGHTED ROADWAY
641,"TWO-WAY,DIVIDED,UNPROTECTED MEDIAN",DAYLIGHT
642,"TWO-WAY,NOT DIVIDED",DAYLIGHT
643,"TWO-WAY,DIVIDED,UNPROTECTED MEDIAN",DAYLIGHT
644,"TWO-WAY,DIVIDED,UNPROTECTED MEDIAN",DAYLIGHT
645,"TWO-WAY,DIVIDED,UNPROTECTED MEDIAN",DAYLIGHT
646,"TWO-WAY,NOT DIVIDED",DAYLIGHT
647,"TWO-WAY,NOT DIVIDED",DAYLIGHT
648,"TWO-WAY,NOT DIVIDED",DAYLIGHT
649,"TWO-WAY,DIVIDED,UNPROTECTED MEDIAN",DAYLIGHT
650,"TWO-WAY,DIVIDED,POSITIVE MEDIAN BARRIER",DAYLIGHT
651,"TWO-WAY,NOT DIVIDED",DAYLIGHT
652,"TWO-WAY,DIVIDED,UNPROTECTED MEDIAN",DARK - LIGHTED ROADWAY
653,"TWO-WAY,DIVIDED,UNPROTECTED MEDIAN",DAYLIGHT
654,"TWO-WAY,NOT DIVIDED",DAYLIGHT
655,"TWO-WAY,DIVIDED,UNPROTECTED MEDIAN",DAYLIGHT
656,"TWO-WAY,NOT DIVIDED",DARK - LIGHTED ROADWAY
657,"TWO-WAY,NOT DIVIDED",DAYLIGHT
658,"TWO-WAY,NOT DIVIDED",DAWN
659,"TWO-WAY,DIVIDED,POSITIVE MEDIAN BARRIER",DAYLIGHT
660,"TWO-WAY,NOT DIVIDED",DUSK
661,"TWO-WAY,NOT DIVIDED",DAYLIGHT
662,"TWO-WAY,DIVIDED,UNPROTECTED MEDIAN",DARK - LIGHTED ROADWAY
663,"TWO-WAY,NOT DIVIDED",DAYLIGHT
664,"TWO-WAY,NOT DIVIDED",DAYLIGHT
665,"TWO-WAY,DIVIDED,UNPROTECTED MEDIAN",DARK - LIGHTED ROADWAY
666,"TWO-WAY,DIVIDED,UNPROTECTED MEDIAN",DUSK
667,"TWO-WAY,DIVIDED,POSITIVE MEDIAN BARRIER",DAYLIGHT
668,"TWO-WAY,NOT DIVIDED",DAYLIGHT
669,UNKNOWN,UNKNOWN
670,"ONE-WAY,NOT DIVIDED",DARK - LIGHTED ROADWAY
671,"TWO-WAY,DIVIDED,UNPROTECTED MEDIAN",DARK - LIGHTED ROADWAY
672,"TWO-WAY,DIVIDED,UNPROTECTED MEDIAN",DAYLIGHT
673,"TWO-WAY,DIVIDED,UNPROTECTED MEDIAN",DAYLIGHT
674,"ONE-WAY,NOT DIVIDED",DAYLIGHT
675,"TWO-WAY,DIVIDED,POSITIVE MEDIAN BARRIER",DAYLIGHT
676,"TWO-WAY,NOT DIVIDED",DUSK
677,"ONE-WAY,NOT DIVIDED",DAYLIGHT
678,"TWO-WAY,DIVIDED,POSITIVE MEDIAN BARRIER",DAYLIGHT
679,"TWO-WAY,DIVIDED,UNPROTECTED MEDIAN",DARK - LIGHTED ROADWAY
680,"TWO-WAY,NOT DIVIDED",DAYLIGHT
681,"TWO-WAY,NOT DIVIDED",UNKNOWN
682,"TWO-WAY,NOT DIVIDED",DAYLIGHT
683,"ONE-WAY,NOT DIVIDED",DAYLIGHT
684,"TWO-WAY,NOT DIVIDED",DARK - ROADWAY NOT LIGHTED
685,"TWO-WAY,DIVIDED,UNPROTECTED MEDIAN",DARK - LIGHTED ROADWAY
686,"TWO-WAY,NOT DIVIDED",DAYLIGHT
687,"ONE-WAY,NOT DIVIDED",DAYLIGHT
688,"TWO-WAY,NOT DIVIDED",DAYLIGHT
689,"TWO-WAY,DIVIDED,UNPROTECTED MEDIAN",DARK - LIGHTED ROADWAY
690,"TWO-WAY,NOT DIVIDED",DAYLIGHT
691,"TWO-WAY,DIVIDED,UNPROTECTED MEDIAN",DAYLIGHT
692,"TWO-WAY,DIVIDED,POSITIVE MEDIAN BARRIER",DAYLIGHT
693,"TWO-WAY,NOT DIVIDED",DAYLIGHT
694,"TWO-WAY,NOT DIVIDED",DUSK
695,"TWO-WAY,DIVIDED,UNPROTECTED MEDIAN",DAYLIGHT
696,"TWO-WAY,NOT DIVIDED",DAYLIGHT
697,"TWO-WAY,NOT DIVIDED",DAYLIGHT
698,"TWO-WAY,DIVIDED,POSITIVE MEDIAN BARRIER",DAWN
699,"TWO-WAY,NOT DIVIDED",DARK - LIGHTED ROADWAY
700,"TWO-WAY,DIVIDED,POSITIVE MEDIAN BARRIER",DAYLIGHT
701,"TWO-WAY,NOT DIVIDED",DARK - LIGHTED ROADWAY
702,"TWO-WAY,NOT DIVIDED",DAYLIGHT
703,"TWO-WAY,DIVIDED,UNPROTECTED MEDIAN",DAYLIGHT
704,"TWO-WAY,DIVIDED,POSITIVE MEDIAN BARRIER",DAYLIGHT
705,"TWO-WAY,DIVIDED,UNPROTECTED MEDIAN",DAYLIGHT
706,"TWO-WAY,NOT DIVIDED",DARK - ROADWAY NOT LIGHTED
707,"TWO-WAY,DIVIDED,UNPROTECTED MEDIAN",DARK - LIGHTED ROADWAY
708,"ONE-WAY,NOT DIVIDED",DAYLIGHT
709,"TWO-WAY,DIVIDED,POSITIVE MEDIAN BARRIER",DAYLIGHT
710,"TWO-WAY,NOT DIVIDED",DAWN
711,"TWO-WAY,NOT DIVIDED",DAYLIGHT
712,"TWO-WAY,NOT DIVIDED",DAYLIGHT
713,"TWO-WAY,NOT DIVIDED",DAYLIGHT
714,"TWO-WAY,NOT DIVIDED",DAYLIGHT
715,"TWO-WAY,DIVIDED,POSITIVE MEDIAN BARRIER",DAWN
716,"TWO-WAY,NOT DIVIDED",DAYLIGHT
717,"TWO-WAY,DIVIDED,POSITIVE MEDIAN BARRIER",DAYLIGHT
718,"TWO-WAY,DIVIDED,UNPROTECTED MEDIAN",DARK - LIGHTED ROADWAY
719,"TWO-WAY,NOT DIVIDED",DARK - ROADWAY NOT LIGHTED
720,"TWO-WAY,NOT DIVIDED",DAYLIGHT
721,"TWO-WAY,DIVIDED,POSITIVE MEDIAN BARRIER",DAYLIGHT
722,"TWO-WAY,DIVIDED,UNPROTECTED MEDIAN",DAYLIGHT
723,"TWO-WAY,NOT DIVIDED",DAYLIGHT
724,"TWO-WAY,NOT DIVIDED",DAYLIGHT
725,"TWO-WAY,NOT DIVIDED",DARK - LIGHTED ROADWAY
726,"TWO-WAY,NOT DIVIDED",DAYLIGHT
727,"TWO-WAY,DIVIDED,POSITIVE MEDIAN BARRIER",DARK - LIGHTED ROADWAY
728,"TWO-WAY,DIVIDED,POSITIVE MEDIAN BARRIER",DAYLIGHT
729,"TWO-WAY,DIVIDED,UNPROTECTED MEDIAN",DAYLIGHT
730,"TWO-WAY,NOT DIVIDED",DAYLIGHT
731,"TWO-WAY,DIVIDED,UNPROTECTED MEDIAN",DAYLIGHT
732,"TWO-WAY,DIVIDED,UNPROTECTED MEDIAN",DAYLIGHT
733,"ONE-WAY,NOT DIVIDED",DAYLIGHT
734,"TWO-WAY,DIVIDED,UNPROTECTED MEDIAN",DAYLIGHT
735,"TWO-WAY,DIVIDED,UNPROTECTED MEDIAN",DARK - LIGHTED ROADWAY
736,"TWO-WAY,DIVIDED,UNPROTECTED MEDIAN",DARK - ROADWAY NOT LIGHTED
737,"TWO-WAY,NOT DIVIDED",DAYLIGHT
738,"TWO-WAY,DIVIDED,UNPROTECTED MEDIAN",DAYLIGHT
739,"TWO-WAY,NOT DIVIDED",DARK - LIGHTED ROADWAY
740,"TWO-WAY,NOT DIVIDED",DAYLIGHT
741,"TWO-WAY,DIVIDED,UNPROTECTED MEDIAN",DARK - ROADWAY NOT LIGHTED
742,"TWO-WAY,DIVIDED,UNPROTECTED MEDIAN",DUSK
743,"TWO-WAY,DIVIDED,UNPROTECTED MEDIAN",DAYLIGHT
744,"TWO-WAY,NOT DIVIDED",DAYLIGHT
745,"TWO-WAY,DIVIDED,POSITIVE MEDIAN BARRIER",DAYLIGHT
746,"TWO-WAY,DIVIDED,POSITIVE MEDIAN BARRIER",DAYLIGHT
747,"TWO-WAY,DIVIDED,POSITIVE MEDIAN BARRIER",DAYLIGHT
748,"TWO-WAY,DIVIDED,UNPROTECTED MEDIAN",DAYLIGHT
749,"TWO-WAY,NOT DIVIDED",DAYLIGHT
750,"TWO-WAY,NOT DIVIDED",DAYLIGHT
751,UNKNOWN,DAYLIGHT
752,"TWO-WAY,DIVIDED,UNPROTECTED MEDIAN",DAYLIGHT
753,"TWO-WAY,NOT DIVIDED",UNKNOWN
754,"TWO-WAY,DIVIDED,UNPROTECTED MEDIAN",DAYLIGHT
755,"TWO-WAY,NOT DIVIDED",DAYLIGHT
756,"ONE-WAY,NOT DIVIDED",DARK - LIGHTED ROADWAY
757,"TWO-WAY,DIVIDED,UNPROTECTED MEDIAN",DARK - LIGHTED ROADWAY
758,"TWO-WAY,DIVIDED,UNPROTECTED MEDIAN",DAYLIGHT
759,"TWO-WAY,DIVIDED,POSITIVE MEDIAN BARRIER",DARK - LIGHTED ROADWAY
760,"TWO-WAY,NOT DIVIDED",DARK - ROADWAY NOT LIGHTED
761,"TWO-WAY,NOT DIVIDED",DAYLIGHT
762,"ONE-WAY,NOT DIVIDED",DAYLIGHT
763,"TWO-WAY,NOT DIVIDED",DARK - LIGHTED ROADWAY
764,"TWO-WAY,DIVIDED,UNPROTECTED MEDIAN",DUSK
765,"TWO-WAY,NOT DIVIDED",DAYLIGHT
766,"TWO-WAY,NOT DIVIDED",DAYLIGHT
767,"TWO-WAY,NOT DIVIDED",DAYLIGHT
768,"TWO-WAY,NOT DIVIDED",DARK - LIGHTED ROADWAY
769,"TWO-WAY,NOT DIVIDED",DAYLIGHT
770,"TWO-WAY,DIVIDED,UNPROTECTED MEDIAN",DARK - LIGHTED ROADWAY
771,"TWO-WAY,NOT DIVIDED",DAYLIGHT
772,UNKNOWN,UNKNOWN
773,"TWO-WAY,DIVIDED,UNPROTECTED MEDIAN",DAYLIGHT
774,"TWO-WAY,DIVIDED,POSITIVE MEDIAN BARRIER",DARK - LIGHTED ROADWAY
775,"TWO-WAY,DIVIDED,POSITIVE MEDIAN BARRIER",DAYLIGHT
776,"TWO-WAY,NOT DIVIDED",DAYLIGHT
